,Expected Return,Portfolio Variance,Portfolio Std,Sharpe Ratio,SPY,VTWO,IJH,VEU,VWO,VT,AGG
7000,0.0858671476518387,0.02951931930164705,0.1718118718297634,0.38336784850992095,0.11523606028926253,0.09548973871968205,0.1761310031601182,0.0646637317850188,0.1874802204725437,0.19667977534730158,0.1643194702260733
4606,0.09041552883475873,0.03373981775585032,0.18368401605978218,0.3833514224331917,0.19543839759232848,0.2244052793164617,0.11494627333082837,0.14815027394728963,0.0415209098959019,0.2461459569183587,0.02939290899883136
9536,0.09063786556333699,0.03395610673760409,0.1842718283884004,0.38333513148005166,0.06775926825503893,0.20619410404037083,0.07645927889091525,0.11636968249051596,0.17834039842168542,0.2765944060001682,0.0782828619013054
9261,0.08743189246880234,0.03094761344416735,0.1759193378914534,0.38331142714059946,0.14098486806506136,0.163571344545979,0.23050207509949916,0.19006430084566694,0.09009225129830409,0.08401565030329569,0.10076950984219381
2791,0.08509470009757272,0.028841133414737322,0.16982677472865498,0.38330057319630206,0.03040298826361771,0.13735578464408346,0.1970681654836696,0.15749152258813132,0.05021489641395876,0.2854912284855554,0.14197541412098375
2076,0.08513492458629077,0.028876959084432247,0.16993221908876566,0.38329944100987073,0.27606370061447993,0.008185232320675322,0.3237961021770285,0.0013115855369029198,0.053009069574629565,0.19283213941766547,0.1448021703586184
1387,0.08983124569372926,0.03319594462979654,0.18219754287529932,0.38327215939198234,0.16713111721066676,0.16486219132209598,0.24770830825243034,0.17795233217707954,0.15718067441014888,0.0033185017268704447,0.08184687490070798
9136,0.082770726228127,0.026822799323047812,0.1637766751495701,0.38327024389035397,0.12516198587069358,0.17938956403186485,0.07404829801463579,0.16208121629562486,0.0934719579870314,0.20594756749329685,0.15989941030685279
3436,0.08584175118736709,0.029511772527974472,0.17178990810863853,0.38326902850270633,0.4090612112333111,0.19848015626159332,0.02759503757444938,0.06426375557239733,0.00998619314251012,0.22575843225530481,0.064855213960434
701,0.08705153859532384,0.030606525035865854,0.17494720642486936,0.3832672722563247,0.13808208081628293,0.21399213614238013,0.1856878458264453,0.24751470281425755,0.10216580595895045,0.014011958467577251,0.09854546997410657
1845,0.0780526878142577,0.022942836929053204,0.15146893057341232,0.38326465760660633,0.0208115783932348,0.10467404124164738,0.20012054942965987,0.2047434596413602,0.07760927295768655,0.14047001590254357,0.2515710824338676
1167,0.08442624876443987,0.028258416407346672,0.16810239857701814,0.38325597558277674,0.008301260121610279,0.17900623007190586,0.10856265752889561,0.18497587681999825,0.17595530740914817,0.167431341844665,0.17576732620377689
2675,0.08430651505926504,0.028154411298064775,0.1677927629490163,0.3832496344243674,0.06152693493972876,0.16000159672158926,0.16038563685377624,0.17745132792003665,0.059711130287434674,0.23613483106970767,0.14478854220772672
1592,0.0889328378104127,0.03235112340753847,0.17986418044607566,0.3832493920660271,0.2850311795793915,0.08419802999509707,0.2731039743250626,0.03601744233880947,0.023346427036983034,0.23029132195717636,0.06801162476747981
8043,0.08769124393764394,0.031196723238992762,0.17662594157991846,0.38324633025107174,0.06605534434324482,0.17099657943056557,0.17197818320248456,0.17050557935435734,0.1694481383801685,0.12651229304812556,0.12450388224105363
5881,0.08466575465064782,0.028473066121823102,0.16873964004294634,0.3832279992667377,0.1054807027266283,0.1572538855306345,0.1768841828760421,0.1847921690778951,0.13161384007087598,0.09113585219629916,0.15283936752162489
7237,0.08648424611886515,0.030098659366933303,0.17348965204568628,0.3832173581243761,0.2348116359309341,0.10815663790561511,0.2162166940507271,0.09740716969105297,0.17385357421902187,0.03612357796349243,0.1334307102391566
7391,0.08990842387869294,0.033278892509226825,0.18242503257290876,0.3832172750236623,0.2785073382253487,0.17251379954077598,0.052867502111310014,0.033795626818414116,0.24126292435918348,0.1366427008869377,0.08441010805803004
6567,0.07866691443397038,0.023436725414331505,0.15309057911684673,0.38321701291098204,0.09246514230767412,0.08502345289998264,0.140200322899832,0.11403900786099118,0.13487664147398215,0.18109932204439955,0.2522961105131383
7947,0.09319237701847662,0.03647925717665244,0.19099543758072451,0.3832153162692263,0.2279260690083532,0.17908465334839657,0.18191082004878664,0.08374133896234401,0.06214618608973902,0.26161764635122253,0.0035732861911579286
8863,0.08507094780213617,0.028833212878622914,0.1698034536710691,0.3832133351550486,0.10668361571394137,0.2397523148839825,0.03083855949711483,0.21164858136881057,0.23033087066962613,0.02413880409359414,0.1566072537729305
5236,0.09095722538118656,0.0342906934772967,0.1851774648203628,0.3831849920292452,0.18520840578472006,0.2543812207170228,0.09072475969605963,0.19141244841929403,0.17476128998889906,0.05458023678047293,0.04893163861353158
6720,0.08840062752839041,0.031864699685488426,0.17850686173222705,0.3831820629449875,0.10235407042593865,0.13495423256599018,0.1840806283309455,0.10012112902332126,0.12525223783684822,0.2466287055622577,0.10660899625469838
5508,0.08303165707092817,0.027059573500236737,0.16449794375686505,0.38317595728790166,0.11942995559559776,0.1649171346106924,0.1305427461687143,0.17909718965673624,0.0966332145317876,0.1477740769435702,0.1616056824929014
3291,0.08670384206550404,0.030304754314663843,0.17408260773168538,0.3831734998381635,0.14643495654596417,0.16139634768294742,0.12253970048240659,0.1198636836266657,0.15405907900190433,0.1716446226245771,0.12406161003553466
1839,0.08208622968489686,0.026254560535233517,0.1620325909662421,0.3831712454553783,0.10793623617822283,0.035093393208969585,0.22737593722299793,0.046710583106835464,0.14243394367530074,0.2208558193258172,0.21959408728185634
1846,0.09565834340331378,0.03899123338914428,0.19746197960403486,0.38315398009798846,0.20594541350199494,0.15749294275157133,0.21505433026264964,0.06072304080565633,0.20255743266285434,0.14699218822582308,0.011234651789450366
1906,0.09157312767930542,0.03489443247838327,0.18680051519838822,0.3831527316896981,0.24407453218026845,0.20781026747124925,0.049931553611204146,0.06648617374050386,0.17462760207103112,0.2157462274889785,0.04132364343676474
2334,0.07458264847435818,0.020295234565790216,0.14246134411056993,0.3831400638196591,0.06728545172366798,0.18367264131198582,0.048090340106568236,0.25825913377918014,0.01916443202829039,0.16557747966961253,0.25795052138069496
8605,0.07908910462638583,0.02378655383422163,0.15422890077486007,0.3831260180777842,0.17538596924908031,0.15557110342600122,0.008612751104307328,0.12013265530230727,0.1464579659724487,0.17267990348983853,0.22115965145601665
7580,0.08839830054029246,0.03187403552188856,0.1785330096141567,0.38311290829698114,0.17318054801241228,0.19754865041901018,0.18507921319786755,0.19467297488932853,0.07985183177201448,0.09625432017836401,0.07341246153100299
4563,0.07839348472359324,0.023231547554683707,0.1524189868575556,0.3831116183587111,0.07535284967858592,0.08889288879585103,0.21305205028710963,0.17944703460539352,0.09061591591835177,0.10629654085715728,0.2463427198575509
5024,0.08985078012814547,0.03324245820696726,0.18232514419839974,0.3831110647697409,0.4050787989203482,0.18862959106133653,0.15507479528565518,0.09212140847212141,0.005990258849127979,0.13879480272083405,0.014310344690576692
6191,0.08405223243004206,0.02795408309440502,0.1671947460131598,0.38309955281130986,0.08062702127959076,0.22505060417250475,0.019401186147469888,0.194625433609804,0.2267782343009557,0.07834056249517048,0.17517695799450445
5687,0.0861241295952366,0.029791807274140526,0.17260303379182107,0.3830994632167928,0.24440460298124375,0.08432236725844854,0.17401541741191248,0.02564654814956355,0.1678171927350799,0.1630326903869076,0.14076118107684402
9935,0.08695071943721776,0.030542126925545178,0.17476305938482875,0.383094228682459,0.19848167481673137,0.14826066584047376,0.10197349066546271,0.07495074718129952,0.1798011527193761,0.17327922533144277,0.12325304344521382
8962,0.08460392487379657,0.02843995057444049,0.16864148533039103,0.3830844157191151,0.13154528741666102,0.15921772362748765,0.13652311798513458,0.14762119699994236,0.06962835257634001,0.22173637691664133,0.133727944477793
5793,0.0796740502719188,0.024265995939382612,0.1557754664232549,0.3830773333059998,0.13755218109985956,0.12132143697319624,0.1555099293392097,0.16891732299165008,0.10493838588755153,0.09566735950844664,0.21609338420008622
7916,0.09170757758585134,0.035040930054197936,0.1871922275475078,0.38306920391581195,0.1974012837442134,0.1848538812435696,0.13264601303508633,0.09289900175966875,0.14829499971173046,0.19965306613904812,0.04425175436668348
